experiment,condition_id,context,fragment_names,n_fragments,active_fragments,n_active_fragments,cue_stanchions,cue_waiting_area,cue_service_sign,cue_social_density,n_primitives,primitive_set,sequence,sequence_length,backbone_length,total_VFE,mean_VFE,max_VFE,total_EFE,efe_rate,per_transition_VFE,n_obligatory,n_advancing,n_returning,topology_density,inferred_context,belief_confidence,belief_entropy,belief_reception,belief_corridor,belief_hospital,effective_affinities,weighted_scores,primitive_weights,D_KL_from_baseline
exp2,exp2_corridor_k2_observe_scene_approach_service,corridor,"observe_scene,approach_service",2,"observe_scene,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",gaze-scan -> approach-counter -> scan-environment -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,17.279835,4.319959,1.535057,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""approach_service"": 0.442803}","{""observe_scene"": 0.04, ""approach_service"": 0.04}","{""gaze-scan"": 0.02, ""scan-environment"": 0.02, ""approach-counter"": 0.02, ""gaze-at-agent"": 0.02}",0.0
exp2,exp2_corridor_k2_observe_scene_courtesy_space,corridor,"observe_scene,courtesy_space",2,"observe_scene,courtesy_space",2,0,0,0,0,4,"gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert,4,1,4.60517,1.535057,2.302585,7.323875,1.830969,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.065, ""observe_scene"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""gaze-scan"": 0.0275, ""scan-environment"": 0.0275}",0.0
exp2,exp2_corridor_k2_observe_scene_direct_approach,corridor,"observe_scene,direct_approach",2,observe_scene,1,0,0,0,0,2,"gaze-scan,scan-environment",gaze-scan -> scan-environment,2,1,0.0,0.0,-0.0,1.406395,0.703198,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""direct_approach"": 0.237669}","{""observe_scene"": 0.0225}","{""gaze-scan"": 0.01125, ""scan-environment"": 0.01125}",0.0
exp2,exp2_corridor_k2_queue_position_wait_patiently,corridor,"queue_position,wait_patiently",2,wait_patiently,1,0,0,0,0,2,"wait-acknowledge,wait-for-turn",wait-acknowledge -> wait-for-turn,2,1,0.0,0.0,-0.0,8.740337,4.370168,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961}","{""wait_patiently"": 0.028125}","{""wait-acknowledge"": 0.014063, ""wait-for-turn"": 0.014063}",0.0
exp2,exp2_corridor_k2_queue_position_approach_service,corridor,"queue_position,approach_service",2,approach_service,1,0,0,0,0,2,"approach-counter,gaze-at-agent",approach-counter -> gaze-at-agent,2,2,0.0,0.0,-0.0,11.736069,5.868035,0.0,0,2,0,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""approach_service"": 0.442803}","{""approach_service"": 0.0225}","{""approach-counter"": 0.01125, ""gaze-at-agent"": 0.01125}",0.0
exp2,exp2_corridor_k2_queue_position_courtesy_space,corridor,"queue_position,courtesy_space",2,courtesy_space,1,0,0,0,0,2,"gaze-avert,yield-pass",gaze-avert -> yield-pass,2,0,0.0,0.0,-0.0,6.214608,3.107304,0.0,1,0,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.045}","{""gaze-avert"": 0.0225, ""yield-pass"": 0.0225}",0.0
exp2,exp2_corridor_k2_queue_position_direct_approach,corridor,"queue_position,direct_approach",2,,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,4.60517,4.60517,0.0,0,0,0,0.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""direct_approach"": 0.237669}",{},{},0.0
exp2,exp2_corridor_k2_wait_patiently_approach_service,corridor,"wait_patiently,approach_service",2,"wait_patiently,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,wait-acknowledge,wait-for-turn",wait-for-turn -> approach-counter -> wait-acknowledge -> gaze-at-agent,4,3,2.302585,0.767528,2.302585,19.361252,4.840313,0.767528,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961, ""approach_service"": 0.442803}","{""wait_patiently"": 0.04625, ""approach_service"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""approach-counter"": 0.021875, ""gaze-at-agent"": 0.021875}",0.0
exp2,exp2_corridor_k2_wait_patiently_courtesy_space,corridor,"wait_patiently,courtesy_space",2,"wait_patiently,courtesy_space",2,0,0,0,0,4,"gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",gaze-avert -> yield-pass -> wait-acknowledge -> wait-for-turn,4,1,4.60517,1.535057,2.302585,14.943315,3.735829,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.06875, ""wait_patiently"": 0.06125}","{""gaze-avert"": 0.034375, ""yield-pass"": 0.034375, ""wait-acknowledge"": 0.030625, ""wait-for-turn"": 0.030625}",0.0
exp2,exp2_corridor_k2_wait_patiently_direct_approach,corridor,"wait_patiently,direct_approach",2,wait_patiently,1,0,0,0,0,2,"wait-acknowledge,wait-for-turn",wait-acknowledge -> wait-for-turn,2,1,0.0,0.0,-0.0,8.740337,4.370168,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.028125}","{""wait-acknowledge"": 0.014063, ""wait-for-turn"": 0.014063}",0.0
exp2,exp2_corridor_k2_approach_service_courtesy_space,corridor,"approach_service,courtesy_space",2,"approach_service,courtesy_space",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-avert,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> approach-counter,4,2,0.0,0.0,-0.0,17.121022,4.280256,0.0,1,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.065, ""approach_service"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""approach-counter"": 0.0275, ""gaze-at-agent"": 0.0275}",0.0
exp2,exp2_corridor_k2_approach_service_direct_approach,corridor,"approach_service,direct_approach",2,approach_service,1,0,0,0,0,2,"approach-counter,gaze-at-agent",approach-counter -> gaze-at-agent,2,2,0.0,0.0,-0.0,11.736069,5.868035,0.0,0,2,0,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""approach_service"": 0.0225}","{""approach-counter"": 0.01125, ""gaze-at-agent"": 0.01125}",0.0
exp2,exp2_corridor_k2_courtesy_space_direct_approach,corridor,"courtesy_space,direct_approach",2,courtesy_space,1,0,0,0,0,2,"gaze-avert,yield-pass",gaze-avert -> yield-pass,2,0,0.0,0.0,-0.0,6.214608,3.107304,0.0,1,0,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.045}","{""gaze-avert"": 0.0225, ""yield-pass"": 0.0225}",0.0
exp2,exp2_corridor_k3_observe_scene_queue_position_wait_patiently,corridor,"observe_scene,queue_position,wait_patiently",3,"observe_scene,wait_patiently",2,0,0,0,0,4,"gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-scan -> wait-acknowledge -> scan-environment -> wait-for-turn,4,2,4.60517,1.535057,2.302585,13.751576,3.437894,1.535057,0,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961}","{""wait_patiently"": 0.04625, ""observe_scene"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""gaze-scan"": 0.021875, ""scan-environment"": 0.021875}",0.0
exp2,exp2_corridor_k3_observe_scene_queue_position_approach_service,corridor,"observe_scene,queue_position,approach_service",3,"observe_scene,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",gaze-scan -> approach-counter -> scan-environment -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,17.279835,4.319959,1.535057,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""approach_service"": 0.442803}","{""observe_scene"": 0.04, ""approach_service"": 0.04}","{""gaze-scan"": 0.02, ""scan-environment"": 0.02, ""approach-counter"": 0.02, ""gaze-at-agent"": 0.02}",0.0
exp2,exp2_corridor_k3_observe_scene_queue_position_courtesy_space,corridor,"observe_scene,queue_position,courtesy_space",3,"observe_scene,courtesy_space",2,0,0,0,0,4,"gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert,4,1,4.60517,1.535057,2.302585,7.323875,1.830969,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.065, ""observe_scene"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""gaze-scan"": 0.0275, ""scan-environment"": 0.0275}",0.0
exp2,exp2_corridor_k3_observe_scene_queue_position_direct_approach,corridor,"observe_scene,queue_position,direct_approach",3,observe_scene,1,0,0,0,0,2,"gaze-scan,scan-environment",gaze-scan -> scan-environment,2,1,0.0,0.0,-0.0,1.406395,0.703198,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""direct_approach"": 0.237669}","{""observe_scene"": 0.0225}","{""gaze-scan"": 0.01125, ""scan-environment"": 0.01125}",0.0
exp2,exp2_corridor_k3_observe_scene_wait_patiently_approach_service,corridor,"observe_scene,wait_patiently,approach_service",3,"observe_scene,wait_patiently,approach_service",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> wait-for-turn -> scan-environment -> gaze-scan -> approach-counter,6,4,6.907755,1.381551,2.302585,25.608619,4.268103,1.381551,0,4,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803}","{""wait_patiently"": 0.045934, ""observe_scene"": 0.042014, ""approach_service"": 0.042011}","{""wait-acknowledge"": 0.022967, ""wait-for-turn"": 0.022967, ""gaze-scan"": 0.021007, ""scan-environment"": 0.021007, ""approach-counter"": 0.021005, ""gaze-at-agent"": 0.021005}",0.0
exp2,exp2_corridor_k3_observe_scene_wait_patiently_courtesy_space,corridor,"observe_scene,wait_patiently,courtesy_space",3,"observe_scene,wait_patiently,courtesy_space",3,0,0,0,0,6,"gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert -> wait-acknowledge -> wait-for-turn,6,2,6.907755,1.381551,2.302585,20.720038,3.45334,1.381551,1,2,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.065776, ""wait_patiently"": 0.053652, ""observe_scene"": 0.04963}","{""gaze-avert"": 0.032888, ""yield-pass"": 0.032888, ""wait-acknowledge"": 0.026826, ""wait-for-turn"": 0.026826, ""gaze-scan"": 0.024815, ""scan-environment"": 0.024815}",0.0
exp2,exp2_corridor_k3_observe_scene_wait_patiently_direct_approach,corridor,"observe_scene,wait_patiently,direct_approach",3,"observe_scene,wait_patiently",2,0,0,0,0,4,"gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-scan -> wait-acknowledge -> scan-environment -> wait-for-turn,4,2,4.60517,1.535057,2.302585,13.751576,3.437894,1.535057,0,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.04625, ""observe_scene"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""gaze-scan"": 0.021875, ""scan-environment"": 0.021875}",0.0
exp2,exp2_corridor_k3_observe_scene_approach_service_courtesy_space,corridor,"observe_scene,approach_service,courtesy_space",3,"observe_scene,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> scan-environment -> gaze-scan -> approach-counter,6,3,2.302585,0.460517,2.302585,23.555685,3.925947,0.460517,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.063618, ""observe_scene"": 0.047331, ""approach_service"": 0.047323}","{""gaze-avert"": 0.031809, ""yield-pass"": 0.031809, ""gaze-scan"": 0.023665, ""scan-environment"": 0.023665, ""approach-counter"": 0.023661, ""gaze-at-agent"": 0.023661}",0.0
exp2,exp2_corridor_k3_observe_scene_approach_service_direct_approach,corridor,"observe_scene,approach_service,direct_approach",3,"observe_scene,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",gaze-scan -> approach-counter -> scan-environment -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,17.279835,4.319959,1.535057,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""observe_scene"": 0.04, ""approach_service"": 0.04}","{""gaze-scan"": 0.02, ""scan-environment"": 0.02, ""approach-counter"": 0.02, ""gaze-at-agent"": 0.02}",0.0
exp2,exp2_corridor_k3_observe_scene_courtesy_space_direct_approach,corridor,"observe_scene,courtesy_space,direct_approach",3,"observe_scene,courtesy_space",2,0,0,0,0,4,"gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert,4,1,4.60517,1.535057,2.302585,7.323875,1.830969,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.065, ""observe_scene"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""gaze-scan"": 0.0275, ""scan-environment"": 0.0275}",0.0
exp2,exp2_corridor_k3_queue_position_wait_patiently_approach_service,corridor,"queue_position,wait_patiently,approach_service",3,"wait_patiently,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,wait-acknowledge,wait-for-turn",wait-for-turn -> approach-counter -> wait-acknowledge -> gaze-at-agent,4,3,2.302585,0.767528,2.302585,19.361252,4.840313,0.767528,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803}","{""wait_patiently"": 0.04625, ""approach_service"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""approach-counter"": 0.021875, ""gaze-at-agent"": 0.021875}",0.0
exp2,exp2_corridor_k3_queue_position_wait_patiently_courtesy_space,corridor,"queue_position,wait_patiently,courtesy_space",3,"wait_patiently,courtesy_space",2,0,0,0,0,4,"gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",gaze-avert -> yield-pass -> wait-acknowledge -> wait-for-turn,4,1,4.60517,1.535057,2.302585,14.943315,3.735829,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.06875, ""wait_patiently"": 0.06125}","{""gaze-avert"": 0.034375, ""yield-pass"": 0.034375, ""wait-acknowledge"": 0.030625, ""wait-for-turn"": 0.030625}",0.0
exp2,exp2_corridor_k3_queue_position_wait_patiently_direct_approach,corridor,"queue_position,wait_patiently,direct_approach",3,wait_patiently,1,0,0,0,0,2,"wait-acknowledge,wait-for-turn",wait-acknowledge -> wait-for-turn,2,1,0.0,0.0,-0.0,8.740337,4.370168,0.0,0,1,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.028125}","{""wait-acknowledge"": 0.014063, ""wait-for-turn"": 0.014063}",0.0
exp2,exp2_corridor_k3_queue_position_approach_service_courtesy_space,corridor,"queue_position,approach_service,courtesy_space",3,"approach_service,courtesy_space",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-avert,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> approach-counter,4,2,0.0,0.0,-0.0,17.121022,4.280256,0.0,1,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.065, ""approach_service"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""approach-counter"": 0.0275, ""gaze-at-agent"": 0.0275}",0.0
exp2,exp2_corridor_k3_queue_position_approach_service_direct_approach,corridor,"queue_position,approach_service,direct_approach",3,approach_service,1,0,0,0,0,2,"approach-counter,gaze-at-agent",approach-counter -> gaze-at-agent,2,2,0.0,0.0,-0.0,11.736069,5.868035,0.0,0,2,0,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""approach_service"": 0.0225}","{""approach-counter"": 0.01125, ""gaze-at-agent"": 0.01125}",0.0
exp2,exp2_corridor_k3_queue_position_courtesy_space_direct_approach,corridor,"queue_position,courtesy_space,direct_approach",3,courtesy_space,1,0,0,0,0,2,"gaze-avert,yield-pass",gaze-avert -> yield-pass,2,0,0.0,0.0,-0.0,6.214608,3.107304,0.0,1,0,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.045}","{""gaze-avert"": 0.0225, ""yield-pass"": 0.0225}",0.0
exp2,exp2_corridor_k3_wait_patiently_approach_service_courtesy_space,corridor,"wait_patiently,approach_service,courtesy_space",3,"wait_patiently,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> yield-pass -> approach-counter -> gaze-avert -> wait-acknowledge -> gaze-at-agent,6,3,4.60517,0.921034,2.302585,26.212484,4.368747,0.921034,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.06578, ""wait_patiently"": 0.053668, ""approach_service"": 0.049636}","{""gaze-avert"": 0.03289, ""yield-pass"": 0.03289, ""wait-acknowledge"": 0.026834, ""wait-for-turn"": 0.026834, ""approach-counter"": 0.024818, ""gaze-at-agent"": 0.024818}",0.0
exp2,exp2_corridor_k3_wait_patiently_approach_service_direct_approach,corridor,"wait_patiently,approach_service,direct_approach",3,"wait_patiently,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,wait-acknowledge,wait-for-turn",wait-for-turn -> approach-counter -> wait-acknowledge -> gaze-at-agent,4,3,2.302585,0.767528,2.302585,19.361252,4.840313,0.767528,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.04625, ""approach_service"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""approach-counter"": 0.021875, ""gaze-at-agent"": 0.021875}",0.0
exp2,exp2_corridor_k3_wait_patiently_courtesy_space_direct_approach,corridor,"wait_patiently,courtesy_space,direct_approach",3,"wait_patiently,courtesy_space",2,0,0,0,0,4,"gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",gaze-avert -> yield-pass -> wait-acknowledge -> wait-for-turn,4,1,4.60517,1.535057,2.302585,14.943315,3.735829,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.06875, ""wait_patiently"": 0.06125}","{""gaze-avert"": 0.034375, ""yield-pass"": 0.034375, ""wait-acknowledge"": 0.030625, ""wait-for-turn"": 0.030625}",0.0
exp2,exp2_corridor_k3_approach_service_courtesy_space_direct_approach,corridor,"approach_service,courtesy_space,direct_approach",3,"approach_service,courtesy_space",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-avert,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> approach-counter,4,2,0.0,0.0,-0.0,17.121022,4.280256,0.0,1,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.065, ""approach_service"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""approach-counter"": 0.0275, ""gaze-at-agent"": 0.0275}",0.0
exp2,exp2_corridor_k4_observe_scene_queue_position_wait_patiently_approach_service,corridor,"observe_scene,queue_position,wait_patiently,approach_service",4,"observe_scene,wait_patiently,approach_service",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> wait-for-turn -> scan-environment -> gaze-scan -> approach-counter,6,4,6.907755,1.381551,2.302585,25.608619,4.268103,1.381551,0,4,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803}","{""wait_patiently"": 0.045934, ""observe_scene"": 0.042014, ""approach_service"": 0.042011}","{""wait-acknowledge"": 0.022967, ""wait-for-turn"": 0.022967, ""gaze-scan"": 0.021007, ""scan-environment"": 0.021007, ""approach-counter"": 0.021005, ""gaze-at-agent"": 0.021005}",0.0
exp2,exp2_corridor_k4_observe_scene_queue_position_wait_patiently_courtesy_space,corridor,"observe_scene,queue_position,wait_patiently,courtesy_space",4,"observe_scene,wait_patiently,courtesy_space",3,0,0,0,0,6,"gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert -> wait-acknowledge -> wait-for-turn,6,2,6.907755,1.381551,2.302585,20.720038,3.45334,1.381551,1,2,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.065776, ""wait_patiently"": 0.053652, ""observe_scene"": 0.04963}","{""gaze-avert"": 0.032888, ""yield-pass"": 0.032888, ""wait-acknowledge"": 0.026826, ""wait-for-turn"": 0.026826, ""gaze-scan"": 0.024815, ""scan-environment"": 0.024815}",0.0
exp2,exp2_corridor_k4_observe_scene_queue_position_wait_patiently_direct_approach,corridor,"observe_scene,queue_position,wait_patiently,direct_approach",4,"observe_scene,wait_patiently",2,0,0,0,0,4,"gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-scan -> wait-acknowledge -> scan-environment -> wait-for-turn,4,2,4.60517,1.535057,2.302585,13.751576,3.437894,1.535057,0,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.04625, ""observe_scene"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""gaze-scan"": 0.021875, ""scan-environment"": 0.021875}",0.0
exp2,exp2_corridor_k4_observe_scene_queue_position_approach_service_courtesy_space,corridor,"observe_scene,queue_position,approach_service,courtesy_space",4,"observe_scene,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> scan-environment -> gaze-scan -> approach-counter,6,3,2.302585,0.460517,2.302585,23.555685,3.925947,0.460517,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.063618, ""observe_scene"": 0.047331, ""approach_service"": 0.047323}","{""gaze-avert"": 0.031809, ""yield-pass"": 0.031809, ""gaze-scan"": 0.023665, ""scan-environment"": 0.023665, ""approach-counter"": 0.023661, ""gaze-at-agent"": 0.023661}",0.0
exp2,exp2_corridor_k4_observe_scene_queue_position_approach_service_direct_approach,corridor,"observe_scene,queue_position,approach_service,direct_approach",4,"observe_scene,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",gaze-scan -> approach-counter -> scan-environment -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,17.279835,4.319959,1.535057,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""observe_scene"": 0.04, ""approach_service"": 0.04}","{""gaze-scan"": 0.02, ""scan-environment"": 0.02, ""approach-counter"": 0.02, ""gaze-at-agent"": 0.02}",0.0
exp2,exp2_corridor_k4_observe_scene_queue_position_courtesy_space_direct_approach,corridor,"observe_scene,queue_position,courtesy_space,direct_approach",4,"observe_scene,courtesy_space",2,0,0,0,0,4,"gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert,4,1,4.60517,1.535057,2.302585,7.323875,1.830969,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.065, ""observe_scene"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""gaze-scan"": 0.0275, ""scan-environment"": 0.0275}",0.0
